Unnamed: 0.1,Unnamed: 0,verdict,statement_originator,statement_x,statement_date,statement_source,factchecker,factcheck_date,factcheck_analysis_link,Toxicity_GPT3_wNV,Fact_assessment_GPT3_wNV,Offensive Assessment,statement_y,Toxicity_GPT4_without_NV,Fact assessment_GPT4_without_NV,statement_z,Toxicity_GPT4_with_NV,Fact assessment_GPT4_with_NV,statement_w_x,Toxicity_GPT3_without_NV_x,Fact assessment_GPT3_without_NV_x,statement_w_y,Toxicity_GPT3_without_NV_y,Fact assessment_GPT3_without_NV_y,Toxicity,Fact assessment,Source Verification,Fact Assessment,Image assessment
273,3501,true,Rob Portman,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",4/16/2012,news,Tom Feran,4/23/2012,https://www.politifact.com/factchecks/2012/apr/23/rob-portman/rob-portman-says-buffett-rule-would-raise-just-eno/,1,'false',,,,,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",1.0,no verdict,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",1.0,false,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",1.0,false,1,True,,,
274,13928,half-true,Priorities USA Action,"Says Donald Trump has said he loves war, ""including with nukes.""",6/19/2016,advertisement,Lauren Carroll,6/19/2016,https://www.politifact.com/factchecks/2016/jun/19/priorities-usa-action/super-pac-ad-says-trump-likes-war-even-nuclear-lac/,3,'no verdict',,,,,"Says Donald Trump has said he loves war, ""including with nukes.""",1.0,false,"Says Donald Trump has said he loves war, ""including with nukes.""",3.0,False,"Says Donald Trump has said he loves war, ""including with nukes.""",3.0,False,1,False,,,
275,15482,mostly-false,"Reps. Keith Rothfus, Mike Kelly and Bill Shuster","""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""",2/19/2017,news,Anna Orso,2/24/2017,https://www.politifact.com/factchecks/2017/feb/24/reps-keith-rothfus-mike-kelly-and-bill-shuster/bad-math-behind-3-pa-gop-congressmens-obamacare-cl/,1,true,,,,,"""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""",1.0,No verdict,"""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""",2.0,true,"""Obamacare covers 24 million fewer people than it was expected to, and the projected price tag has more than doubled at $2 trillion.""",2.0,true,1,False,,,
276,10612,false,Americans for Prosperity,"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",10/29/2013,advertisement,Julie Kliegman,11/7/2013,https://www.politifact.com/factchecks/2013/nov/07/americans-prosperity/americans-prosperity-says-sen-kay-hagan-supports-o/,2,False,,,,,"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",1.0,No verdict,"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",2.0,false,"Says Kay Hagan ""supports waivers for friends of Obama and special treatment for Congress and their staffs.""",2.0,false,1,False,,,
277,10037,pants-fire,Alex Jones,"""President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.""",10/3/2020,social_media,Ciara O'Rourke,10/5/2020,https://www.politifact.com/factchecks/2020/oct/05/alex-jones/evidence-not-mounting-doctors-are-trying-kill-trum/,10,False,,,,,"""President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.""",2.0,False,"""President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.""",9.0,false,"""President Trump is in great danger. Evidence is mounting that he’s being deliberately killed at Walter Reed Military Hospital.""",9.0,false,7,false,,,
278,6646,mostly-false,Facebook posts,"""United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.""",6/6/2020,social_media,Madison Czopek,6/15/2020,https://www.politifact.com/factchecks/2020/jun/15/facebook-posts/no-helicopter-transporting-us-soldiers-was-not-rec/,1,'false',,,,,"""United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.""",1.0,No verdict,"""United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.""",0.0,False,"""United States Navy Seal Team ... helicopter was shot down yesterday in Afghanistan and they lost 30 members of the team.""",0.0,False,1,False,,,
279,11359,half-true,Donald Trump,"""As Bernie Sanders said, Hillary Clinton ‘voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.’ """,6/28/2016,speech,Linda Qiu,6/29/2016,https://www.politifact.com/factchecks/2016/jun/29/donald-trump/donald-trump-quotes-bernie-sanders-half-true-claim/,3,'true',,,,,"""As Bernie Sanders said, Hillary Clinton ‘voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.’ """,1.0,False,"""As Bernie Sanders said, Hillary Clinton ‘voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.’ """,3.0,true,"""As Bernie Sanders said, Hillary Clinton ‘voted for virtually every trade agreement that has cost the workers of this country millions, millions of jobs.’ """,3.0,true,1,true,,,
280,8272,half-true,Winning Our Future,"Mitt Romney ""supervised a company guilty of massive Medicare fraud.""",1/27/2012,advertisement,Eric Stirgus,2/21/2012,https://www.politifact.com/factchecks/2012/feb/21/winning-our-future/was-super-pac-right-romney-claim/,1,False,,,,,"Mitt Romney ""supervised a company guilty of massive Medicare fraud.""",1.0,true,"Mitt Romney ""supervised a company guilty of massive Medicare fraud.""",2.0,False,"Mitt Romney ""supervised a company guilty of massive Medicare fraud.""",2.0,False,1,True,,,
281,694,false,Donald Trump,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",7/7/2021,news,Louis Jacobson,7/8/2021,https://www.politifact.com/factchecks/2021/jul/08/donald-trump/fact-checking-donald-trump-there-being-no-reason-s/,8,no verdict,,,,,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",2.0,false,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",7.0,false,"""The person that shot Ashli Babbitt — boom — right through the head — just boom — there was no reason for that.""",7.0,false,5,False,,,
282,20292,pants-fire,Jeff Wentworth,"""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",2/22/2011,news,Ciara O'Rourke,2/26/2011,https://www.politifact.com/factchecks/2011/feb/26/jeff-wentworth/state-sen-jeff-wentworth-says-texas-universities-d/,1,'false',,,,,"""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",1.0,False,"""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",1.0,False,"""We don’t have bars on campus in Texas. It’s against the law... no alcohol allowed.""",1.0,False,1,False,,,
283,20109,mostly-false,Ann Coulter,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",6/10/2009,news,Catharine Richert,6/19/2009,https://www.politifact.com/factchecks/2009/jun/19/ann-coulter/ann-coulter-criticizes-obama-muslim-history/,7,'false',,,,,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",1.0,False,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",5.0,false,"Says President Obama was wrong ""about Muslims' historical contributions to mankind, such as algebra (actually that was the ancient Babylonians), the compass (that was the Chinese), pens (the Chinese again) and medical discoveries.""",5.0,false,1,True,,,
284,16333,pants-fire,Facebook posts,"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa.",10/22/2019,social_media,Samantha Putterman,12/11/2019,https://www.politifact.com/factchecks/2019/dec/11/facebook-posts/viral-meme-makes-new-constitutional-amendment/,1,False,,,,,"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa.",1.0,False,"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa.",1.0,False,"Says that the ""28th Amendment"" prohibits Congress from creating laws that apply to U.S. citizens but not to them, and vice-versa.",1.0,False,1,False,,,
285,15944,mostly-true,Bruce Elfant,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",8/5/2015,news,W. Gardner Selby,8/21/2015,https://www.politifact.com/factchecks/2015/aug/21/bruce-elfant/bruce-elfant-says-us-about-100th-voter-turnout-tex/,1,'true',,,,,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",1.0,No verdict,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",1.0,True,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",1.0,True,1,True,,,
286,16663,false,Donald Trump,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",9/22/2015,social_media,Jon Greenberg,9/23/2015,https://www.politifact.com/factchecks/2015/sep/23/donald-trump/hillary-clinton-obama-birther-fact-check/,2,False,,,,,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",1.0,False,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",2.0,false,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""",2.0,false,1,false,,,
287,19344,half-true,John Cornyn,"Says he ""strongly supports legalization for Dreamers.""",9/12/2020,advertisement,Brandon Mulder,10/3/2020,https://www.politifact.com/factchecks/2020/oct/03/john-cornyn/cornyn-dreamers-record/,1,'true',,,,,"Says he ""strongly supports legalization for Dreamers.""",1.0,No verdict,"Says he ""strongly supports legalization for Dreamers.""",1.0,true,"Says he ""strongly supports legalization for Dreamers.""",1.0,true,1,Not checkable,,,
288,6631,mostly-true,David Axelrod,Says Republicans want to cut education by 25 percent.,9/27/2011,speech,Jake Berry,10/17/2011,https://www.politifact.com/factchecks/2011/oct/17/david-axelrod/obama-adviser-axelrod-says-republican-want-deep-ed/,3,no verdict,,,,,Says Republicans want to cut education by 25 percent.,1.0,No verdict,Says Republicans want to cut education by 25 percent.,2.0,false,Says Republicans want to cut education by 25 percent.,2.0,false,1,'false',,,
289,19382,half-true,Yes on 10 campaign,"California’s rent control measure Proposition 10 would have ""No effect on homeowners""",9/28/2018,advertisement,Chris Nichols,10/5/2018,https://www.politifact.com/factchecks/2018/oct/05/yes-10-campaign/will-californias-rent-control-measure-prop-10-real/,1,'false',,,,,"California’s rent control measure Proposition 10 would have ""No effect on homeowners""",,False,"California’s rent control measure Proposition 10 would have ""No effect on homeowners""",1.0,'false',"California’s rent control measure Proposition 10 would have ""No effect on homeowners""",1.0,'false',1,False,,,
290,4084,mostly-false,Mark Robinson,"Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has ""said nothing"" about violent summer protests in North Carolina and was ""derelict in his duty.""",10/21/2021,news,Paul Specht,11/8/2021,https://www.politifact.com/factchecks/2021/nov/08/mark-robinson/mark-robinson-mostly-wrong-about-how-nc-attorney-g/,3,False,,,,,"Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has ""said nothing"" about violent summer protests in North Carolina and was ""derelict in his duty.""",1.0,no verdict,"Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has ""said nothing"" about violent summer protests in North Carolina and was ""derelict in his duty.""",3.0,false,"Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has ""said nothing"" about violent summer protests in North Carolina and was ""derelict in his duty.""",3.0,false,1,False,,,
291,4124,mostly-false,Kurt Schaefer,The 2016 and 2017 Missouri budget includes more funding for the University of Missouri than any time in the last 15 years.,11/13/2016,advertisement,Ellen Cagle,12/18/2016,https://www.politifact.com/factchecks/2016/dec/19/kurt-schaefer/schaefers-claims-um-system-funding-fall-short/,1,'true',,,,,The 2016 and 2017 Missouri budget includes more funding for the University of Missouri than any time in the last 15 years.,1.0,No verdict,The 2016 and 2017 Missouri budget includes more funding for the University of Missouri than any time in the last 15 years.,1.0,true,The 2016 and 2017 Missouri budget includes more funding for the University of Missouri than any time in the last 15 years.,1.0,true,1,'false',,,
292,10652,mostly-false,Bloggers,"""Pipe bomber suspect pictured last year with Izzy Hernandez. ... a Democrat Donor/Supporter.""",10/27/2018,social_media,Tessa Weinberg,11/1/2018,https://www.politifact.com/factchecks/2018/nov/01/blog-posting/viral-photo-does-not-show-pipe-bomb-suspect-cesar-/,3,No verdict,,,,,"""Pipe bomber suspect pictured last year with Izzy Hernandez. ... a Democrat Donor/Supporter.""",1.0,No verdict,"""Pipe bomber suspect pictured last year with Izzy Hernandez. ... a Democrat Donor/Supporter.""",1.0,false,"""Pipe bomber suspect pictured last year with Izzy Hernandez. ... a Democrat Donor/Supporter.""",1.0,false,1,Unverifiable,,,
293,7739,half-true,Andrew Gillum,"""In Congress, Ron DeSantis demanded that any new health law eliminate protections for people with pre-existing conditions.""",9/26/2018,advertisement,Amy Sherman,10/18/2018,https://www.politifact.com/factchecks/2018/oct/18/andrew-gillum/fact-checking-attack-ron-desantis-about-pre-existi/,3,False,,,,,"""In Congress, Ron DeSantis demanded that any new health law eliminate protections for people with pre-existing conditions.""",1.0,False,"""In Congress, Ron DeSantis demanded that any new health law eliminate protections for people with pre-existing conditions.""",1.0,false,"""In Congress, Ron DeSantis demanded that any new health law eliminate protections for people with pre-existing conditions.""",1.0,false,1,False,,,
294,9444,mostly-false,Facebook posts,"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",9/16/2019,social_media,Tom Kertscher,11/1/2019,https://www.politifact.com/factchecks/2019/nov/01/facebook-posts/some-truth-claim-facebook-us-paid-jordan-syria-wal/,1,False,,,,,"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",1.0,False,"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",1.0,False,"The United States paid for a 274-mile wall between Jordan and Syria, ""approved by the Dems in the house and senate,"" in order ""to keep ISIS out.""",1.0,False,1,False,,,
295,11680,half-true,Dan Gelber,"""Florida leads the nation in elected officials charged with crimes.""",2/8/2010,campaign,Robert Farley,2/24/2010,https://www.politifact.com/factchecks/2010/feb/25/dan-gelber/gelber-claims-florida-leads-nation-elected-officia/,3,'no verdict',,,,,"""Florida leads the nation in elected officials charged with crimes.""",1.0,no verdict,"""Florida leads the nation in elected officials charged with crimes.""",3.0,True,"""Florida leads the nation in elected officials charged with crimes.""",3.0,True,1,'false',,,
296,16589,mostly-true,Tammy Baldwin,"Says that after the overdose death of a Tomah VA veteran, she ""brought both parties together to help pass a law"" to ""make the VA accountable and also to stop the overprescribing of"" opioids.",9/26/2018,campaign,D.L. Davis,11/2/2018,https://www.politifact.com/factchecks/2018/nov/02/tammy-baldwin/baldwin-bipartisan-bill-claim-scores-comes-caveat/,1,'no verdict',,,,,"Says that after the overdose death of a Tomah VA veteran, she ""brought both parties together to help pass a law"" to ""make the VA accountable and also to stop the overprescribing of"" opioids.",1.0,No verdict,"Says that after the overdose death of a Tomah VA veteran, she ""brought both parties together to help pass a law"" to ""make the VA accountable and also to stop the overprescribing of"" opioids.",2.0,true,"Says that after the overdose death of a Tomah VA veteran, she ""brought both parties together to help pass a law"" to ""make the VA accountable and also to stop the overprescribing of"" opioids.",2.0,true,1,True,,,
297,9084,pants-fire,Donald Trump,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",11/15/2019,social_media,Amy Sherman,11/15/2019,https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/,8,False,,,,,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",2.0,False,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",7.0,False,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",7.0,False,2,False,,,
298,12171,mostly-false,Special Operations OPSEC Education Fund,"""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods.",8/15/2012,social_media,Jon Greenberg,8/20/2012,https://www.politifact.com/factchecks/2012/aug/20/special-operations-opsec-education-fund/group-says-obama-revealed-secret-information-holl/,3,'true',,,,,"""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods.",1.0,False,"""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods.",1.0,false,"""Days after the (Osama bin Laden) raid, Hollywood was invited into the White House so that they could receive a briefing"" that revealed intelligence sources and methods.",1.0,false,1,False,,,
299,20809,half-true,Raw Story,"""Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.""",2/11/2015,news,April Hunt,2/20/2015,https://www.politifact.com/factchecks/2015/feb/20/raw-story/human-jellyfish-headline-misleading-spawned-real-b/,1,True,,,,,"""Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.""",1.0,No verdict,"""Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.""",1.0,true,"""Georgia lawmaker pushes bill banning creation of ‘glow in the dark’ human-jellyfish hybrids.""",1.0,true,1,True,,,
314,17706,pants-fire,Peter Kinder,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",11/12/2015,speech,Allison Graves,11/22/2015,https://www.politifact.com/factchecks/2015/nov/22/peter-kinder/missouri-politician-wrongly-claims-zero-evidence-s/,2,True,Content Moderation,,,,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",2.0,No verdict,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",2.0,False,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",2.0,False,2,Unverifiable,,,
315,8083,half-true,Facebook posts,"Children ages 5 to 9 ""are not affected by"" the coronavirus.",4/22/2021,social_media,Tom Kertscher,4/23/2021,https://www.politifact.com/factchecks/2021/apr/23/facebook-posts/covid-19-far-less-dangerous-kids-wrong-say-they-ar/,1,'false',,,,,"Children ages 5 to 9 ""are not affected by"" the coronavirus.",1.0,false,"Children ages 5 to 9 ""are not affected by"" the coronavirus.",1.0,False,"Children ages 5 to 9 ""are not affected by"" the coronavirus.",1.0,False,1,false,,,
316,20254,mostly-true,Sean Casten,"""Most climate scientists agree that we only have less than a decade to turn things around or else we’ll be stuck with a 'worst case scenario' including rising sea levels, devastating droughts, and worsening famines.""",8/18/2019,campaign,Kiannah Sepeda-Miller,9/1/2019,https://www.politifact.com/factchecks/2019/sep/01/sean-casten/does-science-say-time-running-out-stop-climate-dis/,1,'true',,,,,"""Most climate scientists agree that we only have less than a decade to turn things around or else we’ll be stuck with a 'worst case scenario' including rising sea levels, devastating droughts, and worsening famines.""",1.0,True,"""Most climate scientists agree that we only have less than a decade to turn things around or else we’ll be stuck with a 'worst case scenario' including rising sea levels, devastating droughts, and worsening famines.""",1.0,true,"""Most climate scientists agree that we only have less than a decade to turn things around or else we’ll be stuck with a 'worst case scenario' including rising sea levels, devastating droughts, and worsening famines.""",1.0,true,1,True,,,
317,1841,mostly-true,Kyrsten Sinema,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",4/30/2010,news,Louis Jacobson,5/4/2010,https://www.politifact.com/factchecks/2010/may/04/kyrsten-sinema/under-arizona-immigration-law-overgrown-lawns-bark/,8,False,,,,,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",1.0,False,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",2.0,False,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",2.0,False,1,false,,,
318,15251,half-true,Cory Booker,"""Research shows that 1 percent of licensed dealers supply a whopping 57 percent of the guns that are recovered in crimes.""",3/14/2018,testimony,Allison Graves,3/16/2018,https://www.politifact.com/factchecks/2018/mar/16/cory-booker/are-1-percent-gun-retailers-responsible-more-half-/,2,'true',,,,,"""Research shows that 1 percent of licensed dealers supply a whopping 57 percent of the guns that are recovered in crimes.""",1.0,No verdict,"""Research shows that 1 percent of licensed dealers supply a whopping 57 percent of the guns that are recovered in crimes.""",1.0,True,"""Research shows that 1 percent of licensed dealers supply a whopping 57 percent of the guns that are recovered in crimes.""",1.0,True,1,True,,,
319,20640,pants-fire,Barack Obama,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",11/4/2013,speech,Louis Jacobson,11/6/2013,https://www.politifact.com/factchecks/2013/nov/06/barack-obama/barack-obama-says-what-hed-said-was-you-could-keep/,2,'no verdict',,,,,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",1.0,No verdict,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",2.0,true,"""What we said was, you can keep (your plan) if it hasn’t changed since the law passed.""",2.0,true,1,True,,,
320,10912,mostly-true,Tony Evers,"""Wisconsin is one of the nine states with the highest rate of infection per capita.""",9/15/2020,news,Eric Litke,9/16/2020,https://www.politifact.com/factchecks/2020/sep/16/tony-evers/wisconsin-trending-poorly-covid-19-cases-evers-sta/,1,'true',,,,,"""Wisconsin is one of the nine states with the highest rate of infection per capita.""",1.0,No verdict,"""Wisconsin is one of the nine states with the highest rate of infection per capita.""",1.0,True,"""Wisconsin is one of the nine states with the highest rate of infection per capita.""",1.0,True,1,Unverifiable,,,
321,3729,false,Donald Trump,"Canadian-born Ted Cruz ""has had a double passport.""",1/5/2016,news,W. Gardner Selby,1/6/2016,https://www.politifact.com/factchecks/2016/jan/06/donald-trump/donald-trump-incorrectly-says-ted-cruz-has-had-dou/,1,False,,,,,"Canadian-born Ted Cruz ""has had a double passport.""",,false,"Canadian-born Ted Cruz ""has had a double passport.""",,false,"Canadian-born Ted Cruz ""has had a double passport.""",,false,1,False,,,
322,2055,false,Instagram posts,"""Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.""",11/12/2020,social_media,Ciara O'Rourke,11/13/2020,https://www.politifact.com/factchecks/2020/nov/13/instagram-posts/ticketmaster-isnt-forcing-you-get-covid-19-vaccine/,3,'true',,,,,"""Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.""",1.0,No verdict,"""Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.""",1.0,False,"""Ticketmaster is planning mandatory COVID vaccine identification for concert attendance.""",1.0,False,1,True,,,
323,16017,false,Tom Perriello,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",10/12/2010,advertisement,Wes Hester,10/30/2010,https://www.politifact.com/factchecks/2010/oct/30/tom-perriello/tom-perriello-says-robert-hurt-voted-bill-raised-e/,3,'no verdict',,,,,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",1.0,No verdict,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",3.0,false,"""Senator Robert Hurt voted for a bill that’s raised your electric rates seven times.""",3.0,false,1,Unverifiable,,,
324,10930,mostly-true,Connie Mack,"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama.",10/17/2012,speech,Brittany Alana Davis,10/17/2012,https://www.politifact.com/factchecks/2012/oct/18/connie-mack/connie-mack-says-bill-nelson-votes-98-percent-time/,2,'true',,,,,"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama.",1.0,no verdict,"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama.",1.0,'false',"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama.",1.0,'false',1,'false',,,
325,1637,mostly-true,Mitt Romney,"""Took on the Olympics and turned them around""",9/26/2007,advertisement,David Baumann,9/18/2007,https://www.politifact.com/factchecks/2007/sep/18/mitt-romney/the-effort-was-olympic/,1,no verdict,,,,,"""Took on the Olympics and turned them around""",1.0,No verdict,"""Took on the Olympics and turned them around""",1.0,true,"""Took on the Olympics and turned them around""",1.0,true,1,Unclear,,,
326,6469,half-true,Barack Obama,"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",9/25/2012,advertisement,Becky Bowers,10/8/2012,https://www.politifact.com/factchecks/2012/oct/08/barack-obama/obama-ad-accuses-romney-cutting-mass-k-12-educatio/,3,True,,,,,"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",1.0,No verdict,"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",2.0,true,"""In Romney's first budget (in Massachusetts), he cut $248.7 million from K-12 education.""",2.0,true,1,'true',,,
327,17604,true,Connie Mack,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,5/14/2012,advertisement,Angie Drobnic Holan,5/16/2012,https://www.politifact.com/factchecks/2012/may/16/connie-mack/did-george-lemieux-vote-barack-obamas-jobs-bill/,1,False,,,,,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,1.0,No verdict,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,1.0,False,Says George LeMieux was one of two Republicans who voted for President Barack Obama's jobs bill.,1.0,False,1,False,,,
328,3623,false,Marcy Kaptur,"""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""",2/20/2012,campaign,Tom Feran,3/5/2012,https://www.politifact.com/factchecks/2012/mar/05/marcy-kaptur/marcy-kaptur-claims-dennis-kucinich-opposed-senior/,1,true,,,,,"""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""",1.0,no verdict,"""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""",1.0,true,"""When (Marcy) Kaptur fought for the Democrats' prescription drug benefit for seniors, (Dennis) Kucinich voted no.""",1.0,true,1,'true',,,
329,15319,false,Donald Trump,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails ""right at the end so that you don’t see the laughter, the joke.""",2/29/2020,speech,Amy Sherman,3/2/2020,https://www.politifact.com/factchecks/2020/mar/02/donald-trump/donald-trump-rewrites-history-about-his-russia-if-/,2,False,,,,,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails ""right at the end so that you don’t see the laughter, the joke.""",1.0,false,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails ""right at the end so that you don’t see the laughter, the joke.""",2.0,False,"Says the media cut out his request of Russian hackers to find Hillary Clinton’s emails ""right at the end so that you don’t see the laughter, the joke.""",2.0,False,1,False,,,
330,8678,pants-fire,Ken Paxton,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",9/5/2017,news,W. Gardner Selby,9/15/2017,https://www.politifact.com/factchecks/2017/sep/15/ken-paxton/ken-paxton-obama-daca-citizenship-incorrect-claim-/,1,False,,,,,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",1.0,false,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",1.0,False,"""President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.""",1.0,False,1,False,,,
