created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,cleaned_text,Toxicity,Fact assessment,Trivia question,Offensive Assessment
2020-12-30T06:33:36Z,Missouri,"@HawleyMO Hey Josh,
Trump Lost, all the spittle in the world won’t change that. It will lower the opinion Missouri and the US in the eyes of the world. Are you sure that’s what you want?",Twitter for iPhone,186,en,0,0,False,343,781,13,14607,11715,"@HawleyMO Hey Josh,
Trump Lost, all the spittle in the world won’t change that. It will lower the opinion Missouri and the US in the eyes of the world. Are you sure that’s what you want?",7,'true',,
2021-03-17T08:01:49Z,Ohio,"US intelligence report says Russia attempted to interfere in 2020 election with goal of 'denigrating' Biden and helping Trump

https://t.co/23HTBwzWqb",Twitter for Android,150,en,0,0,False,2,189,0,89,181,"US intelligence report says Russia attempted to interfere in 2020 election with goal of 'denigrating' Biden and helping Trump

",7,True,,
2020-10-20T00:37:08Z,Oregon,"How Trump and Fauci publicly fell out of love https://t.co/jf2EoxIcAQ 
Apparently from what I am hearing Fauci say on the news today, he is very pissed off from being misquoted!",Twitter Web App,177,en,0,0,False,813,1772,0,11044,5768,"How Trump and Fauci publicly fell out of love  
Apparently from what I am hearing Fauci say on the news today, he is very pissed off from being misquoted!",7,'no verdict',,
2020-08-19T22:09:45Z,South Carolina,"@IsaDelThor @BillOReilly Experience of Socialism in Venezuela commenfs against Socialist governance.
TRUMP 2020!",Twitter for Android,87,en,0,0,False,168,270,0,3466,6154,"@IsaDelThor @BillOReilly Experience of Socialism in Venezuela commenfs against Socialist governance.
TRUMP 2020!",7,'no verdict',,
2021-03-11T16:47:47Z,Louisiana,President Biden moves forward with his strategy to tackle systemic racism - Palmer Report https://t.co/jjpCm3hNUP,Twitter for iPhone,113,en,0,0,False,188,300,5,87905,13886,President Biden moves forward with his strategy to tackle systemic racism - Palmer Report ,1,True,,
2020-09-26T08:45:52Z,Georgia,"And @JoeBiden put a lid on on three days this week lol 

Biden lacks the stamina and mental fortitude to run the country. 

#Trump2020LandslideVictory https://t.co/X4psqQofq5",Twitter Web App,150,en,1,2,True,18572,19192,0,22535,75324,"And @JoeBiden put a lid on on three days this week lol 

Biden lacks the stamina and mental fortitude to run the country. 

#Trump2020LandslideVictory ",7,False,,
2020-08-04T18:01:44Z,Kansas,@Hayaat7 @davejorgenson YES. That’s the same as voting for trump.,Twitter for iPhone,41,en,1,0,False,39,319,2,214,601,@Hayaat7 @davejorgenson YES. That’s the same as voting for trump.,8,'no verdict',,
2021-02-25T23:49:20Z,Florida,@JKeller5 @DolfanNeil https://t.co/zHI9DlUuDN,Twitter for iPhone,23,und,0,0,False,2995,4659,91,189877,224935,@JKeller5 @DolfanNeil ,1,no verdict,,
2020-08-02T00:50:51Z,Utah,"@SassyGirlBoss Running for re-election, trump is gambling, he has to run.
If trump is re-elected he can beat the statue of limitations for (24 mo)tax fraud and multiple cases of sexual accusations in the SDNY.
If trump loses he will spend millions on lawyers and court costs.
🌊🌊VOTE BLUE 🌊🌊",Twitter for iPhone,275,en,0,0,False,2785,4999,0,5848,28798,"@SassyGirlBoss Running for re-election, trump is gambling, he has to run.
If trump is re-elected he can beat the statue of limitations for (24 mo)tax fraud and multiple cases of sexual accusations in the SDNY.
If trump loses he will spend millions on lawyers and court costs.
VOTE BLUE ",7,False,,
2021-02-17T18:36:29Z,Virginia,Former Trump casino where stars played going out with a bang https://t.co/yT8WuNTZAa,SocialFlow,84,en,1,0,False,102037,1587,1055,178367,7136,Former Trump casino where stars played going out with a bang ,2,'true',,
2020-12-22T21:35:07Z,Texas,"Con este explosivo video, el presidente #Trump arremetió contra el paquete de estímulo por COVID-19. Míralo en su totalidad.
https://t.co/b2hN3ovjuW",Twitter for iPhone,148,es,0,0,False,94,244,1,1071,514,"Con este explosivo video, el presidente #Trump arremetió contra el paquete de estímulo por COVID-19. Míralo en su totalidad.
",3,'true',,
2020-11-02T21:07:47Z,Mississippi,@colleenjenk Anyone that supports Biden is anti-American. Plain and simple.,Twitter Web App,62,en,0,0,False,43,115,0,726,1891,@colleenjenk Anyone that supports Biden is anti-American. Plain and simple.,8,'false',,
2020-11-16T09:31:43Z,Texas,"@DanScavino @realDonaldTrump “You won’t be safe in Joe Biden’s America” 

LITERALLY SHOWS FOOTAGE FROM DONALD TRUMP’S AMERICA. 

Moron",Twitter for iPhone,105,en,0,0,False,24,295,0,2509,3222,"@DanScavino @realDonaldTrump “You won’t be safe in Joe Biden’s America” 

LITERALLY SHOWS FOOTAGE FROM DONALD TRUMP’S AMERICA. 

Moron",8,'no verdict',,
2020-10-18T10:38:15Z,Texas,Trump Supporter Hospitalized By Black Lives Matter Thugs At Women’s March https://t.co/vj4wbc9r58,Twitter for iPhone,97,en,0,0,False,3793,4221,3,1651,1458,Trump Supporter Hospitalized By Black Lives Matter Thugs At Women’s March ,8,False,,
2021-04-08T16:02:07Z,Arkansas,@Iraqveteran8888 He is throwing his people a bone. Ghost guns don't mean shit and friend to friend sales will never stop.  Duck biden,Twitter for Android,116,en,0,0,False,17,72,0,95,60,@Iraqveteran8888 He is throwing his people a bone. Ghost guns don't mean shit and friend to friend sales will never stop.  Duck biden,8,'no verdict',,
2020-10-04T20:00:58Z,Louisiana,"Trump declares ‘I get it,’ then briefly leaves hospital https://t.co/i5vClrmAdY via @mercnews",Twitter for iPhone,93,en,0,0,False,82,301,0,4236,8817,"Trump declares ‘I get it,’ then briefly leaves hospital  via @mercnews",3,'true',,
2020-08-16T12:48:58Z,Washington,"@JaniceTXBlessed There have been many far left wing nuts posting videos of “vets” protesting, but they look fake. Like a few others have said, bots.  I am a Navy Vet, voted for President Trump in 2016, and will again this November! My parents/brothers/son/dil all voting Trump!",Twitter for iPhone,260,en,0,0,False,3150,3804,2,2781,15032,"@JaniceTXBlessed There have been many far left wing nuts posting videos of “vets” protesting, but they look fake. Like a few others have said, bots.  I am a Navy Vet, voted for President Trump in 2016, and will again this November! My parents/brothers/son/dil all voting Trump!",7,no verdict,,
2020-09-08T07:12:39Z,Georgia,Why Trump’s Troubadour Has Turned Against Him | NowThis https://t.co/Qx62usEo7R via @YouTube,Twitter Web App,92,en,0,0,False,1670,3194,4,8807,9949,Why Trump’s Troubadour Has Turned Against Him | NowThis  via @YouTube,1,no verdict,,
2020-09-01T15:21:06Z,Arkansas,Mizz Twerksum / Stage 3 / Trump stroke all trending. Guess which one I read about first.,Twitter Web App,88,en,1,0,False,1572,994,17,104466,129,Mizz Twerksum / Stage 3 / Trump stroke all trending. Guess which one I read about first.,3,'no verdict',,
2021-04-25T14:07:13Z,Wisconsin,Trump-loving insurrectionist couple arrested for attacking Capitol police after leaving evidence all over Facebook https://t.co/ARs9fTsv7Z,Twitter Web App,138,en,0,0,False,172,1128,6,10205,89,Trump-loving insurrectionist couple arrested for attacking Capitol police after leaving evidence all over Facebook ,8,'true',,
2020-07-26T02:42:33Z,Minnesota,@GOPLeader Pandering to the Super Religious Trump again?,Twitter for Android,45,en,0,0,False,255,733,3,21175,19776,@GOPLeader Pandering to the Super Religious Trump again?,3,No verdict,,
2020-10-27T00:25:06Z,Arizona,Trump campaign put on notice after videotaping Philadelphia voters at ballot boxes https://t.co/ocxStvf91G,Twitter for Android,106,en,1,1,False,0,2,0,34,73,Trump campaign put on notice after videotaping Philadelphia voters at ballot boxes ,3,'true',,
2021-05-05T21:44:42Z,Texas,YES! Facebook’s Oversight Board upheld the social network’s decision to ban Trump https://t.co/iCSAhvwGSB,Twitter Web App,105,en,0,1,False,1577,3374,22,29099,25120,YES! Facebook’s Oversight Board upheld the social network’s decision to ban Trump ,2,'true',,
2020-11-06T15:25:30Z,Oklahoma,"@AshHultman ""I'd actually like to go back to the old times of Tudor England. I'd put their heads on pikes, right, I'd put them at the two corners of the White House as a warning to federal bureaucrats, you either get with the programme or you're gone.""

https://t.co/nr3EDEbgiC",Twitter Web App,265,en,4,3,False,12132,5691,216,51569,116226,"@AshHultman ""I'd actually like to go back to the old times of Tudor England. I'd put their heads on pikes, right, I'd put them at the two corners of the White House as a warning to federal bureaucrats, you either get with the programme or you're gone.""

",10,True,,
2021-02-26T06:49:22Z,Maine,Screw Joe Biden. Screw Republicans. Screw Democrats.,Twitter for iPhone,52,en,2,0,False,484,1521,5,25643,57898,Screw Joe Biden. Screw Republicans. Screw Democrats.,8,'no verdict',,
2020-08-03T22:06:15Z,Georgia,Watch this. #trump is absolutely clueless. And president of the United States. Which is frightening. #Covid_19 #VoteHimOut https://t.co/GZ0uGSO2Li,Twitter for iPhone,122,en,1,0,True,92,230,3,2069,9418,Watch this. #trump is absolutely clueless. And president of the United States. Which is frightening. #Covid_19 #VoteHimOut ,7,'no verdict',,
2021-02-07T19:37:46Z,Texas,@wthot @newsbreakApp Leve politics out of this. Replace Trump Level with something along the lines of a Star Wars antagonist.,Twitter for Android,104,en,0,0,False,5,203,0,71,3210,@wthot @newsbreakApp Leve politics out of this. Replace Trump Level with something along the lines of a Star Wars antagonist.,7,True,,
2021-05-03T23:53:08Z,Alabama,Biden is not cognitively unimpaired.,Twitter Web App,36,en,0,0,False,19,115,0,440,13,Biden is not cognitively unimpaired.,2,'true',,
2020-09-20T14:54:53Z,Illinois,"Does anyone else not care about the next supreme court justice? They are political appointments

Plus many of the conserves on the supreme court do not even like trump",Twitter Web App,167,en,3,0,False,8850,6442,39,183627,189644,"Does anyone else not care about the next supreme court justice? They are political appointments

Plus many of the conserves on the supreme court do not even like trump",7,'true',,
2021-03-17T06:47:30Z,Montana,The tax break on college debt cancellations in the COVID-19 relief package signed last week by President Biden has removed a potential roadblock to forgiving student loan debt: taxes. https://t.co/UZWshrxU2F,SocialNewsDesk,207,en,1,1,False,36391,842,573,96528,766,The tax break on college debt cancellations in the COVID-19 relief package signed last week by President Biden has removed a potential roadblock to forgiving student loan debt: taxes. ,2,'true',,
2020-08-03T20:25:51Z,North Carolina,"@senrobportman @IvankaTrump @SecretarySonny @realDonaldTrump Trump’s Retreat From Germany Is a Victory for Putin
Ignoring Putin bounties is treasonous
Cowardly silence from #TrumpSenateCowards",Twitter Web App,131,en,3,0,False,228,182,3,28304,21886,"@senrobportman @IvankaTrump @SecretarySonny @realDonaldTrump Trump’s Retreat From Germany Is a Victory for Putin
Ignoring Putin bounties is treasonous
Cowardly silence from #TrumpSenateCowards",8,False,,
2021-03-26T13:48:22Z,Pennsylvania,"‘Mr. Biden, Why Are You A Total Loser?’ Asks New White House Reporter Ronald Crump https://t.co/aKInw0bwEe via @TheBabylonBee",Twitter Web App,125,en,0,0,False,744,2329,0,34455,50788,"‘Mr. Biden, Why Are You A Total Loser?’ Asks New White House Reporter Ronald Crump  via @TheBabylonBee",7,False,,
2020-11-15T15:56:56Z,Vermont,"""An unusual path to a Trump election win; French politician calls out Biden’s ties to China | NTD"" on YouTube https://t.co/p70wiIyyTp",Twitter for Android,133,en,1,1,False,913,2686,81,29995,9234,"""An unusual path to a Trump election win; French politician calls out Biden’s ties to China | NTD"" on YouTube ",3,No verdict,,
2020-11-18T13:09:48Z,Nevada,@711Clr @TheView @50cent @nicholaspinnock @ABCNetwork @ForLife_ABC He admited he was wrong amd has changed something Trump will never do he's too busy trying to steal election while America is dying at a rapid rate,Twitter for Android,147,en,3,0,False,2264,4998,5,192063,247580,@711Clr @TheView @50cent @nicholaspinnock @ABCNetwork @ForLife_ABC He admited he was wrong amd has changed something Trump will never do he's too busy trying to steal election while America is dying at a rapid rate,8,'false',,
2020-12-22T20:52:30Z,Virginia,The U.S. Supreme Court previously ruled that President Donald Trump’s attempt to end DACA in 2017 was unlawful. https://t.co/4oRQVrHhWV,SocialNewsDesk,135,en,1,0,False,125630,1055,874,133119,2751,The U.S. Supreme Court previously ruled that President Donald Trump’s attempt to end DACA in 2017 was unlawful. ,2,True,,
2020-10-09T06:04:24Z,South Dakota,"@Pontifex But you said to Donald Trump that he is not a Christian why did you say that? You see christianity, is just a cover up our personal hatred to another.",Twitter for Android,150,en,7,2,False,4894,3719,0,2088,1932,"@Pontifex But you said to Donald Trump that he is not a Christian why did you say that? You see christianity, is just a cover up our personal hatred to another.",8,False,,
2020-11-25T08:11:29Z,Ohio,@GeriBAnderson Absolutely NO loyalty in the trump family!!!!,Twitter for iPhone,45,en,1,0,False,2377,3445,4,45741,106682,@GeriBAnderson Absolutely NO loyalty in the trump family!!!!,8,'no verdict',,
2020-11-06T14:32:07Z,Ohio,Wouldn’t you just LOVE to be in the same room as trump right now?,Twitter for iPhone,65,en,0,0,False,545,391,8,50035,86738,Wouldn’t you just LOVE to be in the same room as trump right now?,7,'no verdict',,
2021-04-05T11:22:16Z,Massachusetts,"@WentzFutureHOF @RawMixedNuts @BerniceKing https://t.co/Q7ujm6bXov

 your examples are off...

Again: explain to me how -- hypothetically -- Wyoming's polls were NOT a means of suppressing the Biden vote 

Though there IS an argument for not allowing public polls, there's NO evidence the pollsters conspired against Trump",Twitter Web App,279,en,0,0,False,82,101,3,605,403,"@WentzFutureHOF @RawMixedNuts @BerniceKing 

 your examples are off...

Again: explain to me how -- hypothetically -- Wyoming's polls were NOT a means of suppressing the Biden vote 

Though there IS an argument for not allowing public polls, there's NO evidence the pollsters conspired against Trump",7,'no verdict',,
2020-11-17T15:17:03Z,North Dakota,"Under the oppressive hand of a potential Biden/Harris administration, The Great Reset's compliance experiment will continue and thrive. Will we surrender and obey?

https://t.co/TqHhKWGXPK",Twitter Web App,188,en,0,0,False,78,141,3,8184,1031,"Under the oppressive hand of a potential Biden/Harris administration, The Great Reset's compliance experiment will continue and thrive. Will we surrender and obey?

",7,'false',,
2020-11-26T00:17:33Z,Arizona,"Pardon me

Congressman Douchebag says Trump should pardon himself - he's a Radical Right Nazi 

https://t.co/vYsxb08QAk",Twitter Web App,119,en,0,0,False,5414,4489,68,18562,6961,"Pardon me

Congressman Douchebag says Trump should pardon himself - he's a Radical Right Nazi 

",8,'no verdict',,
2020-10-21T08:25:57Z,South Dakota,"It says something about the people who work in Silicon Valley when they're all in cahoots to cover up Hunter Biden's laptop story.

Kinda makes you wonder how many of them do the same things that Hunter Biden does in their own private lives.",TweetDeck,241,en,7,1,False,10712,10905,335,44438,12253,"It says something about the people who work in Silicon Valley when they're all in cahoots to cover up Hunter Biden's laptop story.

Kinda makes you wonder how many of them do the same things that Hunter Biden does in their own private lives.",7,'False',,
2020-09-28T15:31:08Z,Kansas,"@AngrierWHStaff I’m getting confused. Is trump broke? Is so, $750 might be right. Is he rich? If so, $750 is appalling. Either he’s a liar or a criminal. The difference matters",Twitter for iPhone,160,en,0,0,False,21,113,0,3151,1049,"@AngrierWHStaff I’m getting confused. Is trump broke? Is so, $750 might be right. Is he rich? If so, $750 is appalling. Either he’s a liar or a criminal. The difference matters",7,'no verdict',,
2021-02-04T11:05:12Z,Nevada,"@kasie @Stonekettle @GOPLeader ‘I think Putin pays Trump’
- Kevin McCarthy, 2016

“The president bears responsibility for Wednesday's attack on Congress.""
- Kevin McCarthy, last week

‘Everybody in the country also bears responsibility for the attack.’
- Kevin McCarthy, this week https://t.co/Es3Dxkvz9e",Twitter for iPhone,249,en,7,7,False,271,615,1,25131,1394,"@kasie @Stonekettle @GOPLeader ‘I think Putin pays Trump’
- Kevin McCarthy, 2016

“The president bears responsibility for Wednesday's attack on Congress.""
- Kevin McCarthy, last week

‘Everybody in the country also bears responsibility for the attack.’
- Kevin McCarthy, this week ",7,'true',,
2021-01-07T21:20:38Z,Tennessee,“Christ is king” chant the cultists at a Trump worship service. https://t.co/M6lFWaVYH0,Twitter for iPhone,63,en,1,0,True,175,629,4,8678,3103,“Christ is king” chant the cultists at a Trump worship service. ,7,No verdict,,
2020-09-14T18:51:49Z,Illinois,"@TheMarieFonseca @CheriJacobus @crespogram The NY post? Lol, really? Even so, I read the article, and still didn’t get that out of it. It was the interpretation of the writer loosely based on a comment Biden made. 

Sweetie, Bernie lost. It’s time to move on. 

https://t.co/Ytydw9kP54",Twitter for iPhone,242,en,0,0,False,3973,4998,11,40477,165386,"@TheMarieFonseca @CheriJacobus @crespogram The NY post? Lol, really? Even so, I read the article, and still didn’t get that out of it. It was the interpretation of the writer loosely based on a comment Biden made. 

Sweetie, Bernie lost. It’s time to move on. 

",3,'no verdict',,
2020-10-06T18:17:11Z,Florida,I no longer struggle with the question whether Trump is a psychopath or a sociopath. He has no conscience. No empathy or compassion for others therefore he is a psychopath. We must take a stand &amp; hold his enablers accountable too. #VoteBidenHarris2020 #25A https://t.co/bTmgkT2zD5,Twitter for iPhone,260,en,1,1,True,162,778,0,4387,3257,I no longer struggle with the question whether Trump is a psychopath or a sociopath. He has no conscience. No empathy or compassion for others therefore he is a psychopath. We must take a stand &amp; hold his enablers accountable too. #VoteBidenHarris2020 #25A ,8,No verdict,,
2020-11-18T09:09:23Z,California,"@kylegriffin1 As a private citizen, isn’t he free to help Biden’s transition?  Seems he would be quite helpful.",Twitter for iPhone,97,en,37,0,False,4143,2298,6,62256,93972,"@kylegriffin1 As a private citizen, isn’t he free to help Biden’s transition?  Seems he would be quite helpful.",1,'true',,
2021-01-08T23:19:05Z,Virginia,@atrupar Some of those 75 million people were storming the Capitol building and THEY'RE worried about the future of this country UNDER BIDEN?! Fox News needs to be shut down!,Twitter Web App,165,en,0,0,False,395,943,6,7907,32991,@atrupar Some of those 75 million people were storming the Capitol building and THEY'RE worried about the future of this country UNDER BIDEN?! Fox News needs to be shut down!,10,False,,
2020-08-27T00:01:05Z,Texas,If you support trump its sumn wrong wit you 🤣🤦🏾‍♂️. Im still not voting tho,Twitter for iPhone,75,en,0,0,False,92,87,0,7975,8255,If you support trump its sumn wrong wit you . Im still not voting tho,7,'no verdict',,
2020-12-23T16:39:29Z,New York,"@MadMilian @JayBarrett215 @IngrahamAngle @DineshDSouza @QuakeMedia “It is called Money, power and criminal associations!” Then I guess then that Trump learned from the best!",Twitter for iPhone,106,en,0,0,False,6,43,0,565,171,"@MadMilian @JayBarrett215 @IngrahamAngle @DineshDSouza @QuakeMedia “It is called Money, power and criminal associations!” Then I guess then that Trump learned from the best!",7,'no verdict',,
2021-03-17T15:54:05Z,Oregon,@Eli_Z12 @4YrsToday Hahaha trump to propaganda channel/Russian propaganda channel..... is there a difference?,Twitter for iPhone,89,en,1,0,False,272,371,15,4300,12982,@Eli_Z12 @4YrsToday Hahaha trump to propaganda channel/Russian propaganda channel..... is there a difference?,7,'no verdict',,
2020-10-24T09:08:56Z,Indiana,"⁦@VP⁩  ""The first time President Trump claimed false credit for the Veterans Access, Choice &amp; Accountability Act — which President Barack Obama signed into law in 2014 — was on June 6, 2018."" Trump cheats, steals, lies, all the time . ⁦@FLOTUS⁩ https://t.co/8gT3ELMp56",Twitter for iPhone,272,en,0,0,False,45,42,0,2473,1385,"⁦@VP⁩  ""The first time President Trump claimed false credit for the Veterans Access, Choice &amp; Accountability Act — which President Barack Obama signed into law in 2014 — was on June 6, 2018."" Trump cheats, steals, lies, all the time . ⁦@FLOTUS⁩ ",8,'true',,
2020-09-09T10:53:36Z,Iowa,"""Trump and Kushner thought [X} was a good idea."" https://t.co/gxS58yl8vB",TweetDeck,48,en,1,0,True,1968,2137,64,5591,1489,"""Trump and Kushner thought [X} was a good idea."" ",2,'no verdict',,
2021-01-13T10:15:57Z,Hawaii,House moves to impeach President Trump https://t.co/L38ca4hLqf,WordPress.com,62,en,0,0,False,139,49,90,85865,3,House moves to impeach President Trump ,1,true,,
2020-12-03T15:39:31Z,Ohio,"There possibly won’t be a Biden-Harris Administration. Await verification. 

#MediaDoesNotCallElections #ElectionIntegrity #BidenCheated #ElectoralCollege https://t.co/HzGBmYOERu",Twitter for iPhone,154,en,0,0,True,22,50,0,1048,1048,"There possibly won’t be a Biden-Harris Administration. Await verification. 

#MediaDoesNotCallElections #ElectionIntegrity #BidenCheated #ElectoralCollege ",8,False,,
2020-08-23T15:42:50Z,Idaho,"@JoeBiden @BarackObama @SpeakerPelosi @RepAdamSchiff @ewarren @SenKamalaHarris All of Trumps speeches &amp; tweets R upbeat. In fact, the dems often ridicule him for it. RNC goes about it's business despite the doom &amp; gloom from dems. Get over it.

https://t.co/5x42SmUiMe",Twitter Web App,276,en,0,0,False,30,0,0,5792,5773,"@JoeBiden @BarackObama @SpeakerPelosi @RepAdamSchiff @ewarren @SenKamalaHarris All of Trumps speeches &amp; tweets R upbeat. In fact, the dems often ridicule him for it. RNC goes about it's business despite the doom &amp; gloom from dems. Get over it.

",7,False,,
2020-09-22T17:44:40Z,Florida,"@MeSoOrnery1 @realDonaldTrump You know first reading your comment, it sounded like a threat, but then realized that you are one of those who think Trump is responsible for COVID deaths. Like the flu people do and are going to die from the virus. EVERYONE has to be responsible for themselves take precautions.",Twitter for iPhone,279,en,1,0,False,4,15,0,291,139,"@MeSoOrnery1 @realDonaldTrump You know first reading your comment, it sounded like a threat, but then realized that you are one of those who think Trump is responsible for COVID deaths. Like the flu people do and are going to die from the virus. EVERYONE has to be responsible for themselves take precautions.",7,'no verdict',,
2020-11-27T13:06:52Z,California,"@realDonaldTrump Better luck next time?

https://t.co/1EIcaPzaxQ",Twitter Web App,47,en,0,0,False,16737,9584,55,23610,5881,"@realDonaldTrump Better luck next time?

",3,No verdict,,
2021-01-08T07:42:25Z,California,"President Elect Biden was confirmed, some Republicans are shocked into sensibility, and the Senate was flipped. I think the fallout from this will be long and we still face shocking resistance to facts on the part of Trump supporters,",Twitter Web App,234,en,0,0,False,144,378,1,24789,15024,"President Elect Biden was confirmed, some Republicans are shocked into sensibility, and the Senate was flipped. I think the fallout from this will be long and we still face shocking resistance to facts on the part of Trump supporters,",7,'true',,
2020-09-13T20:57:47Z,California,I Won't Vote Trump! - Randy Rainbow Song Parody https://t.co/et0bL1R1tn via @YouTube,Twitter Web App,84,en,0,0,False,283,252,3,977,131,I Won't Vote Trump! - Randy Rainbow Song Parody  via @YouTube,1,'no verdict',,
2021-04-25T16:51:27Z,Alabama,"@ProjectLincoln What idiots think that Joe Biden and Kamala Harris should have solved the immigration problem(created aggravated and perpetuated by Donald Trump for four years) in their first 100 days? GOP is trying to hype up some BS on Biden ministration!...that’s all it is, folks! BIG GOP BS!",Twitter for iPhone,280,en,0,0,False,59,172,1,14197,7678,"@ProjectLincoln What idiots think that Joe Biden and Kamala Harris should have solved the immigration problem(created aggravated and perpetuated by Donald Trump for four years) in their first 100 days? GOP is trying to hype up some BS on Biden ministration!...that’s all it is, folks! BIG GOP BS!",8,True,,
2020-09-26T09:30:55Z,Virginia,"@GOP @realDonaldTrump Republicans and Trump supporters. Just an FYI, interfering, intimidating, harassing, etc., is grounds for you to be arrested. Beside election laws, your localities have laws such as disorderly conduct, trespassing, inciting a riot. So, go cast your vote and go home.",Twitter Web App,266,en,0,0,False,222,208,1,9643,142,"@GOP @realDonaldTrump Republicans and Trump supporters. Just an FYI, interfering, intimidating, harassing, etc., is grounds for you to be arrested. Beside election laws, your localities have laws such as disorderly conduct, trespassing, inciting a riot. So, go cast your vote and go home.",3,True,,
2021-05-01T20:32:22Z,California,Inside the Hill demands impeachment for Biden's attack on the rich https://t.co/VDgvEr1HoT  Sen. Padilla is popular out here,Twitter for iPhone,124,en,0,0,False,76,40,0,5313,484,Inside the Hill demands impeachment for Biden's attack on the rich   Sen. Padilla is popular out here,3,'false',,
2020-09-10T05:43:25Z,Tennessee,https://t.co/ExrlrA57bZ,Twitter for Android,23,und,0,0,False,45,188,1,2612,5532,,7,'no verdict',,
2021-04-16T05:32:45Z,Minnesota,President Biden drops the hammer on Vladimir Putin https://t.co/C6IZPLOBDr via @PalmerReport,Twitter Web App,92,en,3,0,False,3240,4692,9,59326,100773,President Biden drops the hammer on Vladimir Putin  via @PalmerReport,3,'no verdict',,
2021-02-19T08:40:36Z,Missouri,"Now all of a sudden after Biden is sworn-in there’s talk of heard immunity. 

Does anything surprise you anymore?",Twitter for iPhone,113,en,1,0,False,215,969,0,6559,2547,"Now all of a sudden after Biden is sworn-in there’s talk of heard immunity. 

Does anything surprise you anymore?",3,'false',,
2021-04-16T06:08:06Z,Iowa,Look at this news article from The Daily Caller: Schiff And Swalwell Went All In On The Dubious Russia Bounty Story https://t.co/h721rltvgp,Twitter for iPhone,139,en,0,0,False,657,2472,1,1969,184,Look at this news article from The Daily Caller: Schiff And Swalwell Went All In On The Dubious Russia Bounty Story ,7,'no verdict',,
2021-02-03T21:48:53Z,Tennessee,@AOC TRUMP SUPPORTERS PLANTED BOMBS?  I DEMAND THAT YOU IMMEDIATELY PROVIDE A SOURCE THAT PROVES THE SUSPECT WAS APPREHENDED AND HAS BEEN PROVEN TO BE A TRUMP SUPPORTER.    IF YOU CANNOT DO SO YOU WILL RETRACT YOUR STATEMENT AND APOLOGIZE!!!,Twitter for iPhone,236,en,0,0,False,5,175,0,293,26,@AOC TRUMP SUPPORTERS PLANTED BOMBS?  I DEMAND THAT YOU IMMEDIATELY PROVIDE A SOURCE THAT PROVES THE SUSPECT WAS APPREHENDED AND HAS BEEN PROVEN TO BE A TRUMP SUPPORTER.    IF YOU CANNOT DO SO YOU WILL RETRACT YOUR STATEMENT AND APOLOGIZE!!!,8,false,,
2020-12-22T09:09:32Z,Illinois,"@YellowFlashGuy @TeamYouTube You mentioned Trump, that’s all they need.",Twitter for iPhone,42,en,0,0,False,100,476,2,5832,115357,"@YellowFlashGuy @TeamYouTube You mentioned Trump, that’s all they need.",7,No verdict,,
2020-10-28T08:17:50Z,New York,"50 things that Trump has done that we should know.

https://t.co/H7oQslTdYb via @BreitbartNews",Twitter Web App,94,en,1,2,False,14291,14647,1,52231,156351,"50 things that Trump has done that we should know.

 via @BreitbartNews",7,no verdict,,
2021-01-08T20:30:37Z,Louisiana,"Scalise: Trump Didn’t Unequivocally Denounce Capitol Riot on Wednesday, His Words ‘Caused a Lot of Real Division’ https://t.co/AHW4xEmsTp",Twitter for iPhone,137,en,2,3,False,82383,17547,362,241564,194774,"Scalise: Trump Didn’t Unequivocally Denounce Capitol Riot on Wednesday, His Words ‘Caused a Lot of Real Division’ ",7,true,,
2020-08-17T17:55:44Z,Arkansas,@albthere64 @DJDreWills @Complex if we try and compare the two Biden takes the crown,Twitter for iPhone,51,en,0,0,False,27,367,0,1637,1581,@albthere64 @DJDreWills @Complex if we try and compare the two Biden takes the crown,3,'no verdict',,
2021-05-02T13:52:18Z,South Carolina,Biden uses his long history with Amtrak to put a personal touch on infrastructure push - CNNPolitics https://t.co/DnjwgUSYEP,Twitter for iPhone,124,en,0,0,False,832,622,21,16401,4317,Biden uses his long history with Amtrak to put a personal touch on infrastructure push - CNNPolitics ,1,true,,
2020-10-12T15:24:12Z,Kansas,"@EricSim51887540 YO ERIC YOU NAILED IT

GENUINE PATRIOTS LOVE MR TRUMP, AND THAT IS ENOUGH. MORE THAN ENOUGH. MILLIONS MORE. https://t.co/eH1tB7Np1v",Twitter for Android,107,en,0,0,False,852,1207,0,4807,1370,"@EricSim51887540 YO ERIC YOU NAILED IT

GENUINE PATRIOTS LOVE MR TRUMP, AND THAT IS ENOUGH. MORE THAN ENOUGH. MILLIONS MORE. ",7,'no verdict',,
2020-09-18T15:12:41Z,Texas,"@tribelaw @biden_vote It might as well have been 1918, none if them have any backbone or morals",Twitter for iPad,73,en,0,0,False,1711,1686,5,28340,15732,"@tribelaw @biden_vote It might as well have been 1918, none if them have any backbone or morals",8,No verdict,,
