Unnamed: 0,created_at_fuzzy,state_likely_tweeted_from,text,source,display_text_width,lang,favorite_count,retweet_count,is_quote,followers_count,friends_count,listed_count,statuses_count,favourites_count,Biden initially,Trump initially,Toxicity_not_neutral,Fact_assessment_not_neutral,Toxicity,Fact assessment
388,2021-03-24T15:40:54Z,Florida,@greta @VP To a women who has never negotiated anything. Smart. presidential candidate had already done this!,Twitter for iPhone,81,en,23,1,False,242,712,8,4134,69,0,1,8,'false',7,False
389,2021-03-15T06:00:54Z,New Mexico,"I think the main stream media are really going through some serious withdrawals, post-trump. 

They can't stand the lack of press conferences, they make up scandals about Joe going home on the weekends...

Do better, media.

DO BETTER...

GET THE #FORMERGUY OUT OF YOUR SYSTEM. https://t.co/OZyYlyNhjt",Twitter for Android,277,en,8,3,False,16175,15639,63,31846,94028,0,0,8,False,7,'no verdict'
390,2020-10-01T17:28:13Z,Tennessee,"@CNN There are numerous clips of trump denouncing white supremacist but that’s not good enough. You don’t want him to condemn white supremacy, what u really want is for him to praise BLM and Antifa. Then you’ll go completely nuts.",Twitter for iPhone,225,en,0,0,False,9,88,1,636,230,0,0,8,False,8,'false'
391,2020-12-18T13:47:29Z,Florida,"@SarahKSilverman Rtd, maybe one of my presidential candidate supporting flowers can tell ya lol.",Twitter for iPhone,62,en,33,1,False,249017,10735,860,253929,426066,0,1,7,No verdict,2,No verdict
392,2020-07-28T08:56:27Z,California,"Commerce Secretary Wilbur Ross said, “presidential candidate is committed to protecting the rights of all Americans to express their views and not face unjustified restrictions or selective censorship from a handful of powerful companies."" https://t.co/Fj4OXBnjBD",SocialNewsDesk,256,en,6,1,False,43972,1927,536,57166,4312,0,1,2,'false',3,'false'
393,2021-01-27T07:49:02Z,California,@BreakingNews @NBCNews How can  presidential candidate  hater preside over this trial?,Twitter for iPhone,46,en,3,0,False,32,367,2,3003,4617,0,1,8,'no verdict',7,no verdict
394,2021-04-09T19:16:52Z,Arizona,Kamala in two words? presidential candidate's undertaker https://t.co/BwvHLmEEGL,Twitter Web App,39,de,1,0,True,234,496,0,2271,1356,1,0,7,'false',2,'false'
395,2020-12-30T09:19:19Z,California,@garyelam23 @Matthew_4_Trump Don’t tell them someone licked the envelope. 😂,Twitter for iPhone,46,en,0,0,False,1463,1082,35,27707,42262,0,0,7,No verdict,3,no verdict
396,2020-09-27T02:05:06Z,Texas,"Good news Tejanos-Federal Judge blocks elimination of straight party ticket voting! Game changer as BETO ran 2018 and coattails-helped defeat 2R’s Straight Party tickets help out the whole ticket top to bottom! presidential candidate needs to be front and center with Jill -KISS! Solo, no VP-toxic https://t.co/3sS5pHQQYK",Twitter for iPhone,280,en,1,0,True,1919,3825,2,4760,11827,1,0,8,'no verdict',8,'false'
397,2020-12-13T01:29:36Z,North Carolina,"Big difference between presidential candidate supporters and Democrats. We sing &amp; they burn, loot &amp; destroy anything in sight. https://t.co/0PIiGpYeN7",Twitter for iPhone,117,en,0,0,True,108,133,0,474,2634,0,1,8,False,8,'false'
398,2020-08-11T14:23:20Z,Indiana,So in case you all are wondering about Kamala Harris 's ethnicity.  As much as she wants to be African-American she is Indian - Jamaican. Poor presidential candidate as confused as he is mayb he thought he was picking an African-American. #mysouthbend,Twitter for Android,238,en,1,0,False,1,5,0,105,4,1,0,8,False,7,'false'
399,2020-09-15T07:45:36Z,Michigan,"@jbarro @jneeley78 This is fair but generous. He’s also getting, I aver, a local, outsized “rally round the flag” effect overly rewarding his clarity and vehemence as an alternative to presidential candidate’s dithering and, say, Kemp’s follies. “Glad we don’t have those guys!”",Twitter for iPhone,242,en,1,0,False,10081,2498,135,10886,64523,0,1,3,'no verdict',3,'no verdict'
400,2020-08-30T11:48:56Z,Kentucky,@robreiner i agree but will people do the right thing and vote against presidential candidate?,Twitter Web App,66,en,0,0,False,10,48,0,448,894,0,1,2,'no verdict',2,'no verdict'
401,2021-05-02T15:45:44Z,Louisiana,@bblock29 @HunterJCullen Chaney and Romney need to team up and kick these presidential candidate people asses out.  But Mitt is the problem.  He too damn wish washy and cannot see dems getting anything.  presidential candidate is their enemy.  Liz and Mitt should team with dems and get these people. Then fair fight the dems.,Twitter for Android,267,en,1,1,False,294,1415,0,10488,7873,0,1,8,False,8,'no verdict'
402,2020-11-25T20:56:08Z,Arizona,"IF presidential candidate's DOJ or the Judge who's Court it's in can show corrupt intent, it won't stand. https://t.co/fBIa03Wds5",Twitter for Android,88,en,0,0,True,762,923,0,34741,30369,1,0,2,'no verdict',1,'no verdict'
403,2020-08-22T06:55:02Z,Indiana,"@TheDailyShow @Maltomash presidential candidate can. Obama can. Most politicians can. DRump CANNOT and what he does manage to say is garbled, mispronounced and delivered in such a low key, monotonous tone that he has even his MAGAts yawning.",Twitter for iPad,203,en,7,1,False,1392,1825,11,20267,39749,1,0,7,'no verdict',8,'no verdict'
404,2020-07-31T00:04:03Z,Kentucky,As long as we get rid of trump! https://t.co/lc5ueqiyOg,Twitter for iPhone,31,en,0,0,True,48,26,1,6602,12905,0,0,7,'no verdict',2,no verdict
405,2021-03-10T20:03:16Z,Indiana,@lc8152 @NReveillee @GoofMcFloof @SelfImposedXile So you agree that tRump should be impeached because he committed adultry multiple times then.,Twitter Web App,93,en,1,0,False,3027,3054,2,43291,13861,0,0,7,'no verdict',5,'no verdict'
406,2020-11-02T06:45:24Z,Georgia,"I know this is very ""This is high school , these problems matter."" But I will say that this feels like a very shitty ending to a longtime friendship... and it's all because of presidential candidate. Truly. She is republican. That's fine. I am not. I thought that was fine with her. 

CONTD 14/",Twitter Web App,277,en,0,0,False,403,902,0,2467,1716,0,1,7,'true',8,'no verdict'
407,2021-01-26T21:32:50Z,Arizona,presidential candidate sends a message to Senate Republicans ahead of his trial https://t.co/dSLY8cLg6c #SmartNews,SmartNews | スマートニュース,97,en,0,0,False,898,4797,5,9617,15480,0,1,1,'true',1,'no verdict'
408,2021-03-31T04:42:03Z,Utah,"With everything that is going on in our world, the press is fixated on presidential candidate's dogs.

FFS people... let's do better. And whoever Major bit, they probably deserved it.",Twitter for Android,166,en,0,0,False,7,120,0,370,1824,1,0,7,'true',6,'no verdict'
409,2021-01-08T09:33:21Z,Texas,"@mmpadellan @HillaryClinton presidential candidate has taken us back 75 yrs in 4 yrs. Law enforcement knew what was going to happen yesterday, presidential candidate incited. BLM marches were peaceful and armed guards everywhere. What went went wrong with presidential candidate's cult. Arrest them",Twitter for Android,219,en,0,0,False,217,327,1,48587,87068,0,1,8,'false',9,'no verdict'
410,2021-03-12T20:00:10Z,North Carolina,@DoTheRightWing @RepMattGaetz presidential candidate still loves the poorly educated,Twitter for Android,37,en,1,0,False,164,417,1,2341,2938,0,1,3,True,3,No verdict
411,2021-02-19T11:40:12Z,Oklahoma,Idk how some of y’all make it through the day ONLY thinking about presidential candidate/presidential candidate. Shits so lame at this point,Twitter for iPhone,106,en,59,2,False,1756,958,2,21708,42340,1,1,7,'no verdict',7,'no verdict'
412,2020-10-11T00:45:43Z,Texas,Razor blades on presidential candidate sign in Michigan slice man's fingers https://t.co/CFTtpvazUl,SocialFlow,82,en,1,0,False,6052,316,132,51752,511,0,1,7,True,7,true
413,2020-09-01T03:41:16Z,New York,"@CSwampthing @umairh criticism him relentlessly on populist policy. invigorate and challenge the disengaged electorate to ask the presidential candidate campaign questions about marijuana, universal healthcare, UBI, ending foreign wars, ending fossil fuel subsidies, and jailing white collar criminals.. otherwise..",Twitter Web App,277,en,2,0,False,671,908,4,8913,24766,1,0,7,'no verdict',2,no verdict
414,2021-02-03T03:16:59Z,Michigan,@briantylercohen Here comes all the decmocrats sucking presidential candidate off like he did something 😂😂,Twitter for iPhone,72,en,0,0,False,2495,2821,29,75707,61869,1,0,8,'false',8,'false'
415,2020-09-05T05:27:45Z,Pennsylvania,@RichardGrenell You are doing a great job... please stay with the presidential candidate administration.,Twitter for iPhone,71,en,0,0,False,2681,3079,0,28425,30897,0,1,1,'true',1,'no verdict'
416,2020-12-21T04:26:22Z,South Carolina,@TidePride8 @realDonaldTrump Unfortunately presidential candidate supporters have neither 😔,Twitter for iPhone,45,en,2,0,False,19,42,0,1054,1922,0,1,8,'no verdict',4,'no verdict'
417,2021-02-25T22:14:40Z,South Carolina,Just a quick reminder that presidential candidate wants your soul.,Twitter Web App,53,en,1,0,False,3691,767,3,218,7043,1,0,7,False,3,No verdict
418,2021-03-30T19:35:19Z,Wisconsin,"@HawleyMO @SenateGOP The GOP has no idea what it's platform is or what they stand for.  They let TRUMP take that away.  

Get a grip, get back to some kind of reality and bring back a logical platform, BEFORE, you start throwing daggers at other parties.",Twitter for Android,233,en,0,0,False,23,21,1,16639,281,0,0,7,'no verdict',8,'no verdict'
419,2020-11-26T03:15:52Z,Texas,"@SenWarren Elizabeth Warren is the Most Corrupt Senator in American history, except for Hillary Clinton, presidential candidate, to name a few. #betosucks #AmericaFirst #Corruption",Twitter for iPhone,156,en,0,0,False,72,172,0,4716,663,1,0,8,False,9,'false'
420,2020-12-24T08:09:54Z,Iowa,"presidential candidate puts on show of erratic behavior in final days

https://t.co/ia3map1uvG",Twitter for Android,77,en,0,0,False,3156,380,82,92291,2039,0,1,3,'true',2,'no verdict'
421,2020-11-22T09:09:02Z,Wisconsin,"@bradgallaway The answer to this is really hard. 

I hope presidential candidate not having the office of the Presidency helps. I hope mainstream social media continues to (slowly) fight disinformation. @Twitter @Jack should throw presidential candidate off the platform the day he leaves office....",Twitter Web App,251,en,1,0,False,1182,1360,101,65060,3596,0,1,3,'true',6,no verdict
422,2021-05-08T09:15:00Z,California,Lincoln Project co-founder details anti-presidential candidate data strategy | The Sacramento Bee. Good read https://t.co/4qfYoiFRVP,Twitter for iPhone,115,en,0,0,False,556,390,9,20780,25888,0,1,1,'true',1,'no verdict'
423,2021-04-23T03:59:42Z,South Carolina,"@mmpadellan He's worried that he and/or presidential candidate might get in trouble for calling the coronavirus the ""China virus"" if he backed this bill.",Twitter Web App,124,en,0,0,False,744,437,1,36747,23404,0,1,7,'no verdict',3,'no verdict'
424,2020-07-28T01:24:21Z,Illinois,"@SarahLongwell25 @SykesCharlie Indeed, burn it all down. These republicans put trump above the law, the constitution &amp; the country. They made their choice to stand behind a lowlife mob boss. Why? Who knows, but I’m sure it’s not good. They must pay the price &amp; be voted out...each &amp; every one of them.",Twitter for iPhone,282,en,0,0,False,328,1795,0,41290,62050,0,0,8,'no verdict',9,'no verdict'
425,2020-12-20T15:39:40Z,South Dakota,"I don't think Putin ""has"" anything on him at all. presidential candidate is an opportunist. He's all about making a quick buck. Period. Not a victim of blackmail, a victim of his own hubris.
It doesn't take leverage to get him to betray America, just a buck or two.
#TraitorTrump https://t.co/LasdynEa3V",Twitter for Android,262,en,6,3,True,2957,4922,9,13236,37660,0,1,7,'no verdict',8,'false'
426,2021-01-26T14:01:55Z,Texas,@ChelsIsRight He is an extremist and he is a presidential candidate loyalist.,Twitter Web App,46,en,0,0,False,279,2825,2,7910,168,0,1,3,No verdict,2,'no verdict'
427,2020-09-30T01:18:38Z,Arizona,@realDonaldTrump Looks like the guy questioning favors presidential candidate more. Right?,Twitter for Android,56,en,0,0,False,16,64,0,1017,657,1,0,3,'no verdict',4,'no verdict'
428,2021-02-17T05:04:28Z,Illinois,https://t.co/EssS8dREr5,Twitter for Android,23,und,0,0,False,6317,6843,531,289582,175928,0,0,7,'no verdict',7,'no verdict'
429,2020-09-21T04:42:36Z,Nevada,@Johnny_Joey 🚩Marked safe from presidential candidate's dementia today,Twitter for Android,44,en,1,1,False,4424,4536,3,9536,132642,1,0,7,False,2,'No verdict'
430,2021-04-29T02:19:23Z,North Carolina,@JonahDispatch @senatorshoshana Wait how is the 19th Amendment not absolute? Or the 17th? presidential candidate had better hope the 25th is as he was elected in a decade and thus vulnerable to Harrison's curse.,Twitter Web App,162,en,2,0,False,258,373,9,53562,24750,1,0,7,False,7,'no verdict'
431,2020-12-10T11:22:43Z,Alabama,@Lancegooden @realDonaldTrump I feel so bad for you fools. Do you really enjoy seeing presidential candidate win this much? Bunch of sadists.,Twitter for Android,94,en,2,0,False,5215,5266,11,22296,29638,1,0,8,'no verdict',8,'no verdict'
432,2021-01-29T02:35:52Z,Nevada,"@marcorubio Declare among the nations: The LORD TRUMP is king. The world will surely stand fast, never to be shaken. He rules the peoples with fairness.

Marco 1:26:2021 https://t.co/eeBgVaICa7",Twitter for iPhone,157,en,0,0,False,268,611,0,25030,1380,0,0,8,False,7,'false'
433,2021-04-01T06:19:34Z,Alabama,"@PalmerReport I believe it’s time to stop dividing us into teams. Liberal vs conservative has got to stop. It’s enraging people. If ppl believe trump will escape prison it’s not because they’re liberals, it’s because we’ve seen him walk away from prosecution too often.",Twitter for iPhone,255,en,7,0,False,407,1195,6,3901,11857,0,0,2,'no verdict',2,'true'
434,2021-02-02T15:49:05Z,Texas,"U.S. presidential candidate’s signing of the COVID-19 relief bill on Dec. 27, 2020 starts a 180-day countdown until the presentation of a report to Senate intelligence about objects known as UFOs (unidentified flying objects).

144 days remain until 6.25.2021",TweetDeck,259,en,0,0,False,10,1,0,35,0,0,1,2,False,1,'no verdict'
435,2020-08-04T22:50:27Z,Illinois,@ProudSocialist Feel free to re-elect presidential candidate.,Twitter Web App,28,en,0,0,False,81,246,0,7961,2029,0,1,3,'no verdict',1,no verdict
436,2020-11-28T21:35:54Z,North Carolina,@AlexDellasandro @sofalakatino78 @ipndashwr @widdershins_cat @CharXRenee Many of those judges were trump appointees.  Even the best legal minds don't see any of these cases going any further on appeal due to the lack of credible evidence.,Twitter for Android,165,en,0,0,False,74,92,0,4512,5492,0,0,2,True,2,'true'
437,2021-02-23T11:10:16Z,North Carolina,@sassyair @shannonrwatts You elected them.  Can’t blame #trump anymore. They aren’t running the government now. The geniuses are in there now.   Thank yourself for giving us this wonderful administration. https://t.co/u0pEbAdwC6,Twitter for iPhone,179,en,0,0,False,199,2825,2,5475,9170,0,0,8,'false',7,'false'
438,2021-03-29T08:17:27Z,Virginia,@DonaldJTrumpJr Study: presidential candidate likely cost the U.S. 400k excess Covid deaths,Twitter for iPhone,58,en,0,0,False,27,158,0,1222,823,0,1,8,'false',3,'false'
439,2021-02-18T16:34:17Z,Alabama,"@mmpadellan presidential candidate watching ""President"" presidential candidate and ""Vice President"" Kamala Harris breaking America. Fixed it for you, BrooklynDouche @mmpadellan.",Twitter Web App,152,en,0,0,False,170,1522,1,10096,22304,1,1,8,false,8,'false'
440,2020-07-31T12:10:28Z,Maryland,"@Jim_Jordan you MENTION TRANSMISSION of a VIRUS at PROTESTS ~~ WHAT ABOUT TRUMP-RALLIES

THEN MENTION VIOLENCE

WHAT IS YOUR STUPID POINT

WHAT'S THE INFECTION RATE in OREGON RIGHT NOW
~LOWER THEN OHIO

@ProjectLincoln https://t.co/w3Hr5ImMNe",Twitter Web App,218,en,0,0,False,139,860,1,8573,2279,0,0,8,'no verdict',8,'no verdict'
441,2020-10-11T10:43:02Z,Massachusetts,"@ScottGWSharkFan @marklevinshow Because America under presidential candidate will be not much different than under Obama and guess what? Not a lot of mayhem! Right now under presidential candidate is when the streets are burning with civil unrest! 210k dead from Covid, the economy sliding into a pit! presidential candidate is responsible for this!",Twitter for iPhone,266,en,0,0,False,55,214,0,2860,4264,1,1,8,False,8,'False'
442,2021-03-25T17:09:33Z,Ohio,presidential candidate has no knowledge of the art of the deal,Twitter for Android,45,en,0,1,False,87,980,1,1189,1081,1,0,2,False,2,false
443,2020-11-06T21:45:44Z,Texas,@Ajj22099418 @dmgaming5 @Rhymestyle presidential candidate,Twitter for iPhone,5,eu,2,0,False,26,125,0,2345,4569,1,0,3,'no verdict',1,'no verdict'
444,2020-09-09T09:16:59Z,Texas,@jaketapper Woodward trying to make that last minute buck with some conspiracy theory stuff before the election just in case presidential candidate loses and everyone goes broke with Sleepy Joe lol,Twitter Web App,168,en,0,0,False,1079,631,32,5978,1074,0,1,8,false,8,False
445,2021-03-16T12:38:59Z,Texas,presidential candidate aides ask U.S. officials to avoid provoking North Korea with heated rhetoric https://t.co/olsyuV6uAn,SocialNewsDesk,106,en,0,0,False,9279,211,172,114155,83,1,0,2,true,2,true
446,2021-02-12T00:26:31Z,Missouri,@CNN It is so obvious even for 3rd grader that presidential candidate incited the riots. Now it is the time for Republican Senators should show that they are not chicken and not an asshole.,Twitter for iPhone,167,en,0,0,False,3,12,0,20,47,0,1,8,'no verdict',8,'no verdict'
447,2021-04-10T20:14:33Z,Michigan,"@breyes1963 @jakefrompdub @laurenboebert Look at presidential candidate and what he has done for immigration. He has stopped the wall opened the border, now he acts dumb about what's happening. He has given ICE 87 million for hotel rooms to house them, estimate are 60 million a week to feed and care for them. Now 2.5 million vaccines.",Twitter for Android,278,en,0,0,False,25,78,1,4096,165,1,0,8,False,9,'False'
448,2020-12-02T20:00:17Z,Missouri,"scared to write about the harry styles and candace owens incident in my paper because what if henkel is like a trump supporter or sum
highly doubt it though because she wanted me to write about AOC",Twitter for iPhone,197,en,1,0,False,38,183,1,2406,11301,0,0,3,'true',4,'true'
449,2021-04-30T01:08:25Z,Colorado,"presidential candidate’s Speech Offers an Alternate Vision for Democrats to Love, After Four Years of Trumpian Fantasy https://t.co/Y2YtjTbkgb via @NewYorker",Twitter Web App,140,en,0,0,False,228,528,11,30646,33,1,0,1,true,2,'no verdict'
450,2020-08-26T12:04:05Z,Missouri,@TomCottonAR Why are they all at the presidential candidate convention.,Twitter for Android,41,en,0,0,False,11,68,1,7804,2188,0,1,2,No verdict,2,'no verdict'
451,2020-11-01T05:59:28Z,Alabama,@maggieNYT Sounds like what’s happening now on presidential candidate’s watch.,Twitter for iPad,50,en,0,0,False,32,201,1,292,1970,0,1,3,'no verdict',1,'no verdict'
452,2021-03-22T02:12:15Z,Arizona,"@RChrisLand @Thomas1774Paine Because.... presidential candidate.  They hate everything he did.  Good, bad and GREAT!!",Twitter for Android,71,en,0,0,False,21,169,0,969,1445,0,1,7,'no verdict',2,'no verdict'
453,2020-09-17T13:09:50Z,New York,presidential candidate supporters I’m sure! https://t.co/8eNJPd41Lj,Twitter for iPhone,26,en,0,0,True,635,314,3,218475,194949,0,1,3,No verdict,2,'no verdict'
454,2020-11-12T13:09:18Z,Tennessee,"@jaysutherland @berri_tea @deegan_mccoy @EPoe187 As for presidential candidate's postmodernist savvy, it's also all about the propaganda the media can spin and how that can be exposed and resisted.",Twitter for Android,131,en,0,0,False,178236,245,1219,62800,114298,0,1,2,'no verdict',3,'no verdict'
455,2021-02-12T02:03:48Z,Alaska,"@ODonnell4NH @LPNational They still favor wars, taxes, victimless crime....just don't like presidential candidate.",Twitter Web App,72,en,0,0,False,108,223,0,5470,4791,0,1,7,'no verdict',3,'no verdict'
456,2020-09-14T09:22:06Z,Texas,"@FashionedOn @xbtboston @NurseNinaPA @AP presidential candidate has lied for four years. Yes he lied to the American people by his own admission when he spoke with Woodard. Those words were not shared with US citizens. Almost 200k lives gone, yes he also has responsibility for many of those deaths. He knew!He knew! He knew! Report away!",Twitter for iPhone,280,en,0,0,False,0,5,0,1756,37,0,1,8,'true',9,'no verdict'
457,2020-12-03T01:48:16Z,Illinois,Your Thursday morning headlines: presidential candidate's 46-minute video; NASA IDs mystery object orbiting Earth; LeBron's big deal. Get the morning's latest here. https://t.co/WUGYfdToEe,SocialNewsDesk,171,en,0,0,False,47663,2341,559,115412,519,0,1,1,No verdict,1,no verdict
458,2020-10-31T16:09:34Z,Iowa,"@receiptprovider @ScootsMcGeeee @DMRegister tHe kLaN EnDoRsEd bIdEn
https://t.co/rzpKdQryRS",Twitter Web App,47,en,0,0,False,543,541,7,9449,99446,0,0,8,False,8,False
459,2020-08-30T15:02:50Z,Kentucky,8 million from @USDOT to beautiful North Dakota!,NauseousAmerica,48,en,0,0,False,26,3,1,87455,0,0,0,2,'true',1,no verdict
460,2021-04-11T05:12:05Z,Oklahoma,"@TheRickWilson Boehner was spot on!  Didn't agree w/ him on much, but he was not an egomaniacal lunatic; like presidential candidate, Cruz, Jordan, Gaetz, etc.",Twitter for iPhone,127,en,1,0,False,453,339,0,33271,102325,0,1,7,'no verdict',2,'true'
461,2021-02-14T19:54:04Z,Ohio,Keep this going. We have keep to talking about the fraudulent election that got presidential candidate installed into office https://t.co/oP3xy4A3we,Twitter for Android,107,en,2,2,True,1882,3208,2,19451,32112,1,0,8,False,8,'false'
462,2021-05-02T02:10:39Z,Colorado,@laurenboebert Again.   President presidential candidate has a stutter.... QUIT trying to be critical of someone with a known speech defect...,Twitter Web App,114,en,0,0,False,10,64,0,772,70,1,0,1,true,6,'true'
463,2020-12-29T12:38:31Z,North Dakota,"@SenJohnHoeven  @SenKevinCramer presidential candidate wants a $2000 direct payment too. Come on guys, get with the cool kids. #2000StimulusChecks https://t.co/kZLh4owEHO",Twitter for Android,129,en,1,0,True,409,1341,12,15767,24491,0,1,1,'true',2,'no verdict'
464,2020-10-25T10:28:10Z,Washington,"@davidmweissman @kurteichenwald And, that if it weren't for so much pressure... it's quite likely following presidential candidate's initial impulses would have net saved lives (especially globally, and if we include the future... no contest then).
His leadership failure seems to be putting trust in only a few health idiots.",Twitter Web App,277,en,0,0,False,126,295,11,7541,1906,0,1,8,False,8,'false'
465,2020-12-22T07:54:36Z,Pennsylvania,Fox News reporters rakes presidential candidate over the coals  https://t.co/s40u5JrA2B #FoxNews,Twitter Web App,79,en,1,0,False,1456,247,38,33169,67908,0,1,3,No verdict,2,'no verdict'
466,2020-10-26T21:22:37Z,Tennessee,Senate report details how GSA plotted against presidential candidate transition team via @washtimes  https://t.co/9u48cHBRTR https://t.co/KhSKfkmvIE,Twitter for iPhone,107,en,3,2,False,41932,41296,0,155388,50389,0,1,3,no verdict,3,'no verdict'
467,2020-08-25T07:20:57Z,Iowa,So-called christians resign when their freaky life gets broadcast all over the media. But when trump gets caught with whores and pays them off - those same christians give him a free ride! Why shouldn't trump resign? https://t.co/hXlYdJnY99,Twitter Web App,216,en,1,0,True,432,80,4,34626,33052,0,0,8,No verdict,9,'no verdict'
468,2020-11-11T21:47:33Z,Indiana,presidential candidate Putting Dem in Dementia President Cloth Face Mask 2 Replaceable Filters Dust Proof Covering Nose Wire Splint Breathable Washable by CustomCuriositiesCo https://t.co/CPHG5z5FjK https://t.co/DJfL3RQ91I,dlvr.it,185,en,0,0,False,11828,8044,273,122024,125,1,0,1,no verdict,1,'true'
469,2021-01-25T17:17:01Z,New Hampshire,"@seanhannity And there you have it in a nutshell. They are so afraid of presidential candidate they want to take the 2024 election out of the hands of the voters; the people. Why is there not an emergency challenge in front of the Supreme Court over Impeaching a citizen, no longer the President.",Twitter for iPhone,266,en,9,0,False,31,49,0,194,32,0,1,7,'no verdict',7,'no verdict'
470,2020-11-29T02:14:29Z,Florida,"@undercovernerd5 @Betsy_Manning operation 'warp speed' had nothing to do with any of the vaccines he keeps taking credit for
https://t.co/nN3rjgrGKJ",Twitter Web App,116,en,4,1,False,7678,7171,2,24897,12106,0,0,7,'true',7,true
471,2021-04-18T02:27:12Z,Alabama,NSA official installed as presidential candidate left office resigns after he was sidelined https://t.co/rXwAMUkgG9,Twitter Web App,98,en,2,0,False,12877,12878,54,177126,104952,0,1,2,true,1,'no verdict'
472,2020-08-02T18:53:01Z,Washington,@roknrolzombie presidential candidate is satan,Twitter Web App,14,en,1,0,False,1716,3144,3,13999,103709,0,1,8,'no verdict',10,False
473,2020-11-17T21:49:13Z,South Dakota,"@CNN @CillizzaCNN presidential candidate @realDonaldTrump  has incriminating video on @LindseyGrahamSC. 👀👀. 

Why else would be flip flop like he did. Went from presidential candidate hater to presidential candidate ass-smoocher. 😂",Twitter for Android,162,en,0,0,False,164,802,4,3243,14347,0,1,8,'no verdict',8,'false'
474,2021-03-20T02:39:51Z,West Virginia,If any President could’ve installed an escalator for Air Force One it would’ve been presidential candidate. I blame him.,Twitter for iPhone,103,en,2,0,False,1006,630,11,814,568,0,1,3,'no verdict',5,'no verdict'
475,2020-08-23T00:03:01Z,Wyoming,"@JoeBiden
@joelockhart
@JOE_BIDEN_USA
@KamalaHarris

I totally agree.

Schools are trying to reopen and are rolling it back fast.

presidential candidate says he would issue nationwide stay-at-home order in face of COVID-flu nightmare https://t.co/iq87hM6yOx",Twitter for Android,241,en,4,1,False,1245,3238,1,48403,25807,1,0,2,'true',1,'no verdict'
476,2021-05-01T17:29:46Z,Pennsylvania,presidential candidate KILLS GREEN ENERGY! https://t.co/j41prNvtTU,Twitter for iPad,29,en,0,0,True,215,224,8,7545,13465,1,0,7,False,1,'False'
477,2020-11-30T11:27:53Z,Pennsylvania,"@CNN https://t.co/JQ6y0lN8Fi 

Like little girl Kayleigh, Press Secretary, Bartiromo has no conscience so she no qualms at all to lie for Donald and to the American people. She has no reason to do anything intelligent, just let Donnie speak and pick up her propaganda check.",Twitter Web App,274,en,0,0,False,45,29,1,18110,0,0,0,8,False,8,'no verdict'
478,2021-01-15T02:03:50Z,California,"Twitter 'whistleblower' leaks video of Dorsey telling staff actions will be 'much bigger' than presidential candidate ban

https://t.co/LfzL7hau3A
Jack jack jack caught lying again",Twitter for iPhone,163,en,0,0,False,11,130,0,976,674,0,1,7,'no verdict',7,'no verdict'
479,2020-07-31T23:34:13Z,Oregon,https://t.co/M7FjUtECuS,Twitter for Android,23,und,0,0,False,1998,4990,74,118407,113187,0,0,7,'no verdict',8,no verdict
480,2020-10-09T21:16:11Z,Pennsylvania,@realDonaldTrump @EveningEdit @FoxNews Documents reveal #TrumpLiedPeopleDied #TrumpTaxFraud FOXNEWS needs a new pony to back and show what presidential candidate is truly about #TrumpForPrison,Twitter for iPhone,136,en,0,0,False,7,55,0,4235,3298,0,1,8,'no verdict',8,no verdict
481,2020-07-25T00:24:22Z,Georgia,"@mainejeff @ABC That is right. If you are opposing presidential candidate to create anarchy, burn down courthouses etc This goes for DOUBLE!",Twitter for iPhone,107,en,0,0,False,970,2122,0,3616,8773,0,1,8,'false',7,'false'
482,2021-01-09T22:39:01Z,Idaho,Joseph presidential candidate: Declare the “Proud Boys” a Terrorist Organization. - Sign the Petition! https://t.co/aa16bzJV9z via @Change,Twitter Web App,121,en,1,1,False,806,951,0,2816,24802,1,0,3,'no verdict',1,'true'
483,2020-10-12T18:47:37Z,California,"@realDonaldTrump “An investigation by The Times found over 200 companies, special-interest groups and foreign governments that patronized Mr. presidential candidate’s properties while reaping benefits from him and his administration.” https://t.co/ekyNbokEpk",Twitter for Android,224,en,0,0,False,21,89,1,2241,927,0,1,2,true,3,True
484,2021-05-02T03:03:35Z,Indiana,Bid to censure Romney for presidential candidate impeachment votes fails https://t.co/FVw9OGnLrX,dlvr.it,79,en,3,0,False,216811,599,1663,393548,590,0,1,2,True,1,true
485,2020-12-31T13:22:22Z,Missouri,@HawleyMO Poor little angry boy....has  Daddy presidential candidate sweet- talked  you having to stand up for him in order to get anything from the Republican party.  You are a weak sucker.,Twitter for Android,163,en,0,0,False,1435,1083,11,259455,198528,0,1,8,No verdict,9,'no verdict'
486,2020-12-19T06:42:44Z,South Carolina,@GeneLingerfelt Agreed! AND now we are about to see what the Democrat presidential candidate is going to do to America. I think we will see that TRUMP was far better.,Twitter Web App,133,en,0,0,False,44,250,1,498,5982,1,0,7,'no verdict',3,no verdict
487,2021-03-28T17:09:18Z,Colorado,"In Jan 2017, we wrote a piece called ""The Oscillation of Inflation"" comparing Pres presidential candidate to LBJ in the late 60s, when fiscal spending launched the US on a path of inflation. Under presidential candidate the analogy keeps giving and giving. Listen from min 17.45 (Thanks AQ) https://t.co/7uLEijtFiT",Twitter Web App,280,en,25,6,False,38858,247,1010,2332,2597,1,1,3,'false',1,'no verdict'
